,penalties,loss,alpha,rate,eta0,accuracy
18386,elasticnet,modified_huber,0.042100000000000005,optimal,0.09,67.54
18442,elasticnet,modified_huber,0.049100000000000005,optimal,0.03,67.54
18394,elasticnet,modified_huber,0.043100000000000006,optimal,0.09,67.54
18393,elasticnet,modified_huber,0.043100000000000006,optimal,0.08,67.54
18380,elasticnet,modified_huber,0.042100000000000005,optimal,0.03,67.54
18440,elasticnet,modified_huber,0.049100000000000005,optimal,0.01,67.54
18441,elasticnet,modified_huber,0.049100000000000005,optimal,0.02,67.54
2859,l1,squared_hinge,0.0171,optimal,0.06999999999999999,67.54
2860,l1,squared_hinge,0.0171,optimal,0.08,67.54
2861,l1,squared_hinge,0.0171,optimal,0.09,67.54
18392,elasticnet,modified_huber,0.043100000000000006,optimal,0.06999999999999999,67.54
18443,elasticnet,modified_huber,0.049100000000000005,optimal,0.04,67.54
18387,elasticnet,modified_huber,0.043100000000000006,optimal,0.01,67.54
18444,elasticnet,modified_huber,0.049100000000000005,optimal,0.05,67.54
18445,elasticnet,modified_huber,0.049100000000000005,optimal,0.060000000000000005,67.54
18381,elasticnet,modified_huber,0.042100000000000005,optimal,0.04,67.54
18382,elasticnet,modified_huber,0.042100000000000005,optimal,0.05,67.54
18383,elasticnet,modified_huber,0.042100000000000005,optimal,0.060000000000000005,67.54
18384,elasticnet,modified_huber,0.042100000000000005,optimal,0.06999999999999999,67.54
18385,elasticnet,modified_huber,0.042100000000000005,optimal,0.08,67.54
18446,elasticnet,modified_huber,0.049100000000000005,optimal,0.06999999999999999,67.54
18391,elasticnet,modified_huber,0.043100000000000006,optimal,0.060000000000000005,67.54
18447,elasticnet,modified_huber,0.049100000000000005,optimal,0.08,67.54
18448,elasticnet,modified_huber,0.049100000000000005,optimal,0.09,67.54
18390,elasticnet,modified_huber,0.043100000000000006,optimal,0.05,67.54
18389,elasticnet,modified_huber,0.043100000000000006,optimal,0.04,67.54
18388,elasticnet,modified_huber,0.043100000000000006,optimal,0.02,67.54
2854,l1,squared_hinge,0.0171,optimal,0.02,67.54
18379,elasticnet,modified_huber,0.042100000000000005,optimal,0.02,67.54
2858,l1,squared_hinge,0.0171,optimal,0.060000000000000005,67.54
10813,l2,squared_hinge,0.0011,optimal,0.05,67.54
2789,l1,squared_hinge,0.0091,optimal,0.09,67.54
2788,l1,squared_hinge,0.0091,optimal,0.08,67.54
2787,l1,squared_hinge,0.0091,optimal,0.06999999999999999,67.54
2786,l1,squared_hinge,0.0091,optimal,0.060000000000000005,67.54
2785,l1,squared_hinge,0.0091,optimal,0.05,67.54
2784,l1,squared_hinge,0.0091,optimal,0.04,67.54
2783,l1,squared_hinge,0.0091,optimal,0.03,67.54
2782,l1,squared_hinge,0.0091,optimal,0.02,67.54
10810,l2,squared_hinge,0.0011,optimal,0.02,67.54
10811,l2,squared_hinge,0.0011,optimal,0.03,67.54
10812,l2,squared_hinge,0.0011,optimal,0.04,67.54
10809,l2,squared_hinge,0.0011,optimal,0.01,67.54
10814,l2,squared_hinge,0.0011,optimal,0.060000000000000005,67.54
10817,l2,squared_hinge,0.0011,optimal,0.09,67.54
2857,l1,squared_hinge,0.0171,optimal,0.05,67.54
2856,l1,squared_hinge,0.0171,optimal,0.04,67.54
2855,l1,squared_hinge,0.0171,optimal,0.03,67.54
18378,elasticnet,modified_huber,0.042100000000000005,optimal,0.01,67.54
2853,l1,squared_hinge,0.0171,optimal,0.01,67.54
10815,l2,squared_hinge,0.0011,optimal,0.06999999999999999,67.54
2781,l1,squared_hinge,0.0091,optimal,0.01,67.54
10816,l2,squared_hinge,0.0011,optimal,0.08,67.54
18452,elasticnet,modified_huber,0.050100000000000006,optimal,0.04,67.5
18453,elasticnet,modified_huber,0.050100000000000006,optimal,0.05,67.5
18493,elasticnet,modified_huber,0.0541,optimal,0.09,67.5
18454,elasticnet,modified_huber,0.050100000000000006,optimal,0.060000000000000005,67.5
18455,elasticnet,modified_huber,0.050100000000000006,optimal,0.06999999999999999,67.5
18456,elasticnet,modified_huber,0.050100000000000006,optimal,0.08,67.5
18457,elasticnet,modified_huber,0.050100000000000006,optimal,0.09,67.5
18451,elasticnet,modified_huber,0.050100000000000006,optimal,0.03,67.5
18450,elasticnet,modified_huber,0.050100000000000006,optimal,0.02,67.5
18449,elasticnet,modified_huber,0.050100000000000006,optimal,0.01,67.5
18487,elasticnet,modified_huber,0.0541,optimal,0.03,67.5
18492,elasticnet,modified_huber,0.0541,optimal,0.08,67.5
18435,elasticnet,modified_huber,0.048100000000000004,optimal,0.05,67.5
18439,elasticnet,modified_huber,0.048100000000000004,optimal,0.09,67.5
18491,elasticnet,modified_huber,0.0541,optimal,0.06999999999999999,67.5
18478,elasticnet,modified_huber,0.0531,optimal,0.03,67.5
18479,elasticnet,modified_huber,0.0531,optimal,0.04,67.5
18480,elasticnet,modified_huber,0.0531,optimal,0.05,67.5
18431,elasticnet,modified_huber,0.048100000000000004,optimal,0.01,67.5
18481,elasticnet,modified_huber,0.0531,optimal,0.060000000000000005,67.5
18482,elasticnet,modified_huber,0.0531,optimal,0.06999999999999999,67.5
18483,elasticnet,modified_huber,0.0531,optimal,0.08,67.5
18433,elasticnet,modified_huber,0.048100000000000004,optimal,0.03,67.5
18434,elasticnet,modified_huber,0.048100000000000004,optimal,0.04,67.5
18476,elasticnet,modified_huber,0.0531,optimal,0.01,67.5
18436,elasticnet,modified_huber,0.048100000000000004,optimal,0.060000000000000005,67.5
18437,elasticnet,modified_huber,0.048100000000000004,optimal,0.06999999999999999,67.5
18438,elasticnet,modified_huber,0.048100000000000004,optimal,0.08,67.5
18477,elasticnet,modified_huber,0.0531,optimal,0.02,67.5
18484,elasticnet,modified_huber,0.0531,optimal,0.09,67.5
18485,elasticnet,modified_huber,0.0541,optimal,0.01,67.5
18486,elasticnet,modified_huber,0.0541,optimal,0.02,67.5
18488,elasticnet,modified_huber,0.0541,optimal,0.04,67.5
18490,elasticnet,modified_huber,0.0541,optimal,0.060000000000000005,67.5
18489,elasticnet,modified_huber,0.0541,optimal,0.05,67.5
18432,elasticnet,modified_huber,0.048100000000000004,optimal,0.02,67.5
2768,l1,squared_hinge,0.0071,optimal,0.060000000000000005,67.47
18143,elasticnet,modified_huber,0.015099999999999999,optimal,0.09,67.47
980,l1,log,0.0081,optimal,0.09,67.47
979,l1,log,0.0081,optimal,0.08,67.47
978,l1,log,0.0081,optimal,0.06999999999999999,67.47
977,l1,log,0.0081,optimal,0.060000000000000005,67.47
18141,elasticnet,modified_huber,0.015099999999999999,optimal,0.06999999999999999,67.47
18142,elasticnet,modified_huber,0.015099999999999999,optimal,0.08,67.47
2868,l1,squared_hinge,0.0181,optimal,0.06999999999999999,67.47
2763,l1,squared_hinge,0.0071,optimal,0.01,67.47
2764,l1,squared_hinge,0.0071,optimal,0.02,67.47
2765,l1,squared_hinge,0.0071,optimal,0.03,67.47
2766,l1,squared_hinge,0.0071,optimal,0.04,67.47
2767,l1,squared_hinge,0.0071,optimal,0.05,67.47
2770,l1,squared_hinge,0.0071,optimal,0.08,67.47
2769,l1,squared_hinge,0.0071,optimal,0.06999999999999999,67.47
2864,l1,squared_hinge,0.0181,optimal,0.03,67.47
976,l1,log,0.0081,optimal,0.05,67.47
972,l1,log,0.0081,optimal,0.01,67.47
2866,l1,squared_hinge,0.0181,optimal,0.05,67.47
2776,l1,squared_hinge,0.0081,optimal,0.05,67.47
2777,l1,squared_hinge,0.0081,optimal,0.060000000000000005,67.47
2775,l1,squared_hinge,0.0081,optimal,0.04,67.47
2869,l1,squared_hinge,0.0181,optimal,0.08,67.47
2778,l1,squared_hinge,0.0081,optimal,0.06999999999999999,67.47
2779,l1,squared_hinge,0.0081,optimal,0.08,67.47
2870,l1,squared_hinge,0.0181,optimal,0.09,67.47
2862,l1,squared_hinge,0.0181,optimal,0.01,67.47
18140,elasticnet,modified_huber,0.015099999999999999,optimal,0.060000000000000005,67.47
18139,elasticnet,modified_huber,0.015099999999999999,optimal,0.05,67.47
2774,l1,squared_hinge,0.0081,optimal,0.03,67.47
2867,l1,squared_hinge,0.0181,optimal,0.060000000000000005,67.47
973,l1,log,0.0081,optimal,0.02,67.47
18138,elasticnet,modified_huber,0.015099999999999999,optimal,0.04,67.47
18137,elasticnet,modified_huber,0.015099999999999999,optimal,0.03,67.47
18136,elasticnet,modified_huber,0.015099999999999999,optimal,0.02,67.47
18135,elasticnet,modified_huber,0.015099999999999999,optimal,0.01,67.47
974,l1,log,0.0081,optimal,0.03,67.47
975,l1,log,0.0081,optimal,0.04,67.47
2863,l1,squared_hinge,0.0181,optimal,0.02,67.47
2780,l1,squared_hinge,0.0081,optimal,0.09,67.47
2773,l1,squared_hinge,0.0081,optimal,0.02,67.47
2772,l1,squared_hinge,0.0081,optimal,0.01,67.47
2771,l1,squared_hinge,0.0071,optimal,0.09,67.47
2865,l1,squared_hinge,0.0181,optimal,0.04,67.47
10431,l2,modified_huber,0.05910000000000001,optimal,0.01,67.43
2844,l1,squared_hinge,0.0161,optimal,0.01,67.43
10435,l2,modified_huber,0.05910000000000001,optimal,0.05,67.43
10422,l2,modified_huber,0.058100000000000006,optimal,0.01,67.43
10423,l2,modified_huber,0.058100000000000006,optimal,0.02,67.43
10424,l2,modified_huber,0.058100000000000006,optimal,0.03,67.43
10425,l2,modified_huber,0.058100000000000006,optimal,0.04,67.43
2852,l1,squared_hinge,0.0161,optimal,0.09,67.43
2851,l1,squared_hinge,0.0161,optimal,0.08,67.43
2850,l1,squared_hinge,0.0161,optimal,0.06999999999999999,67.43
2849,l1,squared_hinge,0.0161,optimal,0.060000000000000005,67.43
10439,l2,modified_huber,0.05910000000000001,optimal,0.09,67.43
10438,l2,modified_huber,0.05910000000000001,optimal,0.08,67.43
10436,l2,modified_huber,0.05910000000000001,optimal,0.060000000000000005,67.43
10437,l2,modified_huber,0.05910000000000001,optimal,0.06999999999999999,67.43
10434,l2,modified_huber,0.05910000000000001,optimal,0.04,67.43
10433,l2,modified_huber,0.05910000000000001,optimal,0.03,67.43
10432,l2,modified_huber,0.05910000000000001,optimal,0.02,67.43
10426,l2,modified_huber,0.058100000000000006,optimal,0.05,67.43
10427,l2,modified_huber,0.058100000000000006,optimal,0.060000000000000005,67.43
10428,l2,modified_huber,0.058100000000000006,optimal,0.06999999999999999,67.43
10429,l2,modified_huber,0.058100000000000006,optimal,0.08,67.43
10430,l2,modified_huber,0.058100000000000006,optimal,0.09,67.43
2848,l1,squared_hinge,0.0161,optimal,0.05,67.43
2847,l1,squared_hinge,0.0161,optimal,0.04,67.43
2846,l1,squared_hinge,0.0161,optimal,0.03,67.43
2845,l1,squared_hinge,0.0161,optimal,0.02,67.43
10402,l2,modified_huber,0.0551,optimal,0.08,67.4
10403,l2,modified_huber,0.0551,optimal,0.09,67.4
2888,l1,squared_hinge,0.0201,optimal,0.09,67.4
2887,l1,squared_hinge,0.0201,optimal,0.08,67.4
2886,l1,squared_hinge,0.0201,optimal,0.06999999999999999,67.4
10401,l2,modified_huber,0.0551,optimal,0.06999999999999999,67.4
2883,l1,squared_hinge,0.0201,optimal,0.04,67.4
10395,l2,modified_huber,0.0551,optimal,0.01,67.4
10396,l2,modified_huber,0.0551,optimal,0.02,67.4
10397,l2,modified_huber,0.0551,optimal,0.03,67.4
10398,l2,modified_huber,0.0551,optimal,0.04,67.4
10399,l2,modified_huber,0.0551,optimal,0.05,67.4
18503,elasticnet,modified_huber,0.056100000000000004,optimal,0.01,67.4
18504,elasticnet,modified_huber,0.056100000000000004,optimal,0.02,67.4
18505,elasticnet,modified_huber,0.056100000000000004,optimal,0.03,67.4
18507,elasticnet,modified_huber,0.056100000000000004,optimal,0.05,67.4
18508,elasticnet,modified_huber,0.056100000000000004,optimal,0.060000000000000005,67.4
18509,elasticnet,modified_huber,0.056100000000000004,optimal,0.06999999999999999,67.4
10400,l2,modified_huber,0.0551,optimal,0.060000000000000005,67.4
2884,l1,squared_hinge,0.0201,optimal,0.05,67.4
2882,l1,squared_hinge,0.0201,optimal,0.03,67.4
2881,l1,squared_hinge,0.0201,optimal,0.02,67.4
2880,l1,squared_hinge,0.0201,optimal,0.01,67.4
18510,elasticnet,modified_huber,0.056100000000000004,optimal,0.08,67.4
18511,elasticnet,modified_huber,0.056100000000000004,optimal,0.09,67.4
2885,l1,squared_hinge,0.0201,optimal,0.060000000000000005,67.4
18506,elasticnet,modified_huber,0.056100000000000004,optimal,0.04,67.4
2828,l1,squared_hinge,0.0141,optimal,0.03,67.36
2827,l1,squared_hinge,0.0141,optimal,0.02,67.36
2826,l1,squared_hinge,0.0141,optimal,0.01,67.36
2834,l1,squared_hinge,0.0141,optimal,0.09,67.36
2833,l1,squared_hinge,0.0141,optimal,0.08,67.36
2832,l1,squared_hinge,0.0141,optimal,0.06999999999999999,67.36
2831,l1,squared_hinge,0.0141,optimal,0.060000000000000005,67.36
2830,l1,squared_hinge,0.0141,optimal,0.05,67.36
2829,l1,squared_hinge,0.0141,optimal,0.04,67.36
18375,elasticnet,modified_huber,0.041100000000000005,optimal,0.06999999999999999,67.36
18376,elasticnet,modified_huber,0.041100000000000005,optimal,0.08,67.36
18372,elasticnet,modified_huber,0.041100000000000005,optimal,0.04,67.36
2942,l1,squared_hinge,0.0261,optimal,0.09,67.36
2941,l1,squared_hinge,0.0261,optimal,0.08,67.36
2940,l1,squared_hinge,0.0261,optimal,0.06999999999999999,67.36
2939,l1,squared_hinge,0.0261,optimal,0.060000000000000005,67.36
2938,l1,squared_hinge,0.0261,optimal,0.05,67.36
2937,l1,squared_hinge,0.0261,optimal,0.04,67.36
2936,l1,squared_hinge,0.0261,optimal,0.03,67.36
2935,l1,squared_hinge,0.0261,optimal,0.02,67.36
18374,elasticnet,modified_huber,0.041100000000000005,optimal,0.060000000000000005,67.36
18373,elasticnet,modified_huber,0.041100000000000005,optimal,0.05,67.36
2934,l1,squared_hinge,0.0261,optimal,0.01,67.36
18371,elasticnet,modified_huber,0.041100000000000005,optimal,0.03,67.36
18377,elasticnet,modified_huber,0.041100000000000005,optimal,0.09,67.36
18369,elasticnet,modified_huber,0.041100000000000005,optimal,0.01,67.36
18370,elasticnet,modified_huber,0.041100000000000005,optimal,0.02,67.36
2187,l1,modified_huber,0.043100000000000006,optimal,0.01,67.32
2188,l1,modified_huber,0.043100000000000006,optimal,0.02,67.32
2189,l1,modified_huber,0.043100000000000006,optimal,0.03,67.32
2190,l1,modified_huber,0.043100000000000006,optimal,0.04,67.32
2903,l1,squared_hinge,0.022099999999999998,optimal,0.060000000000000005,67.32
2192,l1,modified_huber,0.043100000000000006,optimal,0.060000000000000005,67.32
16296,elasticnet,hinge,0.0101,optimal,0.06999999999999999,67.32
16297,elasticnet,hinge,0.0101,optimal,0.08,67.32
2905,l1,squared_hinge,0.022099999999999998,optimal,0.08,67.32
2195,l1,modified_huber,0.043100000000000006,optimal,0.09,67.32
2194,l1,modified_huber,0.043100000000000006,optimal,0.08,67.32
2193,l1,modified_huber,0.043100000000000006,optimal,0.06999999999999999,67.32
2843,l1,squared_hinge,0.015099999999999999,optimal,0.09,67.32
16298,elasticnet,hinge,0.0101,optimal,0.09,67.32
2191,l1,modified_huber,0.043100000000000006,optimal,0.05,67.32
11708,l2,perceptron,0.0001,optimal,0.09,67.32
11707,l2,perceptron,0.0001,optimal,0.08,67.32
2924,l1,squared_hinge,0.0241,optimal,0.09,67.32
11706,l2,perceptron,0.0001,optimal,0.06999999999999999,67.32
11705,l2,perceptron,0.0001,optimal,0.060000000000000005,67.32
11704,l2,perceptron,0.0001,optimal,0.05,67.32
11703,l2,perceptron,0.0001,optimal,0.04,67.32
16295,elasticnet,hinge,0.0101,optimal,0.060000000000000005,67.32
11701,l2,perceptron,0.0001,optimal,0.02,67.32
11700,l2,perceptron,0.0001,optimal,0.01,67.32
2904,l1,squared_hinge,0.022099999999999998,optimal,0.06999999999999999,67.32
2898,l1,squared_hinge,0.022099999999999998,optimal,0.01,67.32
2899,l1,squared_hinge,0.022099999999999998,optimal,0.02,67.32
2900,l1,squared_hinge,0.022099999999999998,optimal,0.03,67.32
2901,l1,squared_hinge,0.022099999999999998,optimal,0.04,67.32
11702,l2,perceptron,0.0001,optimal,0.03,67.32
2902,l1,squared_hinge,0.022099999999999998,optimal,0.05,67.32
16294,elasticnet,hinge,0.0101,optimal,0.05,67.32
2838,l1,squared_hinge,0.015099999999999999,optimal,0.04,67.32
2842,l1,squared_hinge,0.015099999999999999,optimal,0.08,67.32
2919,l1,squared_hinge,0.0241,optimal,0.04,67.32
16292,elasticnet,hinge,0.0101,optimal,0.03,67.32
16291,elasticnet,hinge,0.0101,optimal,0.02,67.32
16290,elasticnet,hinge,0.0101,optimal,0.01,67.32
2835,l1,squared_hinge,0.015099999999999999,optimal,0.01,67.32
2923,l1,squared_hinge,0.0241,optimal,0.08,67.32
2841,l1,squared_hinge,0.015099999999999999,optimal,0.06999999999999999,67.32
2840,l1,squared_hinge,0.015099999999999999,optimal,0.060000000000000005,67.32
2839,l1,squared_hinge,0.015099999999999999,optimal,0.05,67.32
2836,l1,squared_hinge,0.015099999999999999,optimal,0.02,67.32
2906,l1,squared_hinge,0.022099999999999998,optimal,0.09,67.32
2837,l1,squared_hinge,0.015099999999999999,optimal,0.03,67.32
2918,l1,squared_hinge,0.0241,optimal,0.03,67.32
2917,l1,squared_hinge,0.0241,optimal,0.02,67.32
16293,elasticnet,hinge,0.0101,optimal,0.04,67.32
2916,l1,squared_hinge,0.0241,optimal,0.01,67.32
2760,l1,squared_hinge,0.0061,optimal,0.06999999999999999,67.32
2759,l1,squared_hinge,0.0061,optimal,0.060000000000000005,67.32
2922,l1,squared_hinge,0.0241,optimal,0.06999999999999999,67.32
2921,l1,squared_hinge,0.0241,optimal,0.060000000000000005,67.32
2920,l1,squared_hinge,0.0241,optimal,0.05,67.32
2754,l1,squared_hinge,0.0061,optimal,0.01,67.32
2755,l1,squared_hinge,0.0061,optimal,0.02,67.32
2756,l1,squared_hinge,0.0061,optimal,0.03,67.32
2757,l1,squared_hinge,0.0061,optimal,0.04,67.32
2762,l1,squared_hinge,0.0061,optimal,0.09,67.32
2761,l1,squared_hinge,0.0061,optimal,0.08,67.32
2758,l1,squared_hinge,0.0061,optimal,0.05,67.32
2874,l1,squared_hinge,0.0191,optimal,0.04,67.29
18474,elasticnet,modified_huber,0.05210000000000001,optimal,0.08,67.29
2873,l1,squared_hinge,0.0191,optimal,0.03,67.29
2879,l1,squared_hinge,0.0191,optimal,0.09,67.29
2878,l1,squared_hinge,0.0191,optimal,0.08,67.29
18475,elasticnet,modified_huber,0.05210000000000001,optimal,0.09,67.29
2877,l1,squared_hinge,0.0191,optimal,0.06999999999999999,67.29
2871,l1,squared_hinge,0.0191,optimal,0.01,67.29
2876,l1,squared_hinge,0.0191,optimal,0.060000000000000005,67.29
2875,l1,squared_hinge,0.0191,optimal,0.05,67.29
2872,l1,squared_hinge,0.0191,optimal,0.02,67.29
18468,elasticnet,modified_huber,0.05210000000000001,optimal,0.02,67.29
18473,elasticnet,modified_huber,0.05210000000000001,optimal,0.06999999999999999,67.29
17130,elasticnet,log,0.0031,optimal,0.04,67.29
17135,elasticnet,log,0.0031,optimal,0.09,67.29
17134,elasticnet,log,0.0031,optimal,0.08,67.29
17133,elasticnet,log,0.0031,optimal,0.06999999999999999,67.29
17132,elasticnet,log,0.0031,optimal,0.060000000000000005,67.29
18471,elasticnet,modified_huber,0.05210000000000001,optimal,0.05,67.29
17131,elasticnet,log,0.0031,optimal,0.05,67.29
17129,elasticnet,log,0.0031,optimal,0.03,67.29
17128,elasticnet,log,0.0031,optimal,0.02,67.29
17127,elasticnet,log,0.0031,optimal,0.01,67.29
18467,elasticnet,modified_huber,0.05210000000000001,optimal,0.01,67.29
18469,elasticnet,modified_huber,0.05210000000000001,optimal,0.03,67.29
18470,elasticnet,modified_huber,0.05210000000000001,optimal,0.04,67.29
18472,elasticnet,modified_huber,0.05210000000000001,optimal,0.060000000000000005,67.29
17181,elasticnet,log,0.0091,optimal,0.01,67.25
17182,elasticnet,log,0.0091,optimal,0.02,67.25
17183,elasticnet,log,0.0091,optimal,0.03,67.25
17184,elasticnet,log,0.0091,optimal,0.04,67.25
17185,elasticnet,log,0.0091,optimal,0.05,67.25
17186,elasticnet,log,0.0091,optimal,0.060000000000000005,67.25
17187,elasticnet,log,0.0091,optimal,0.06999999999999999,67.25
17188,elasticnet,log,0.0091,optimal,0.08,67.25
2897,l1,squared_hinge,0.0211,optimal,0.09,67.25
2893,l1,squared_hinge,0.0211,optimal,0.05,67.25
17189,elasticnet,log,0.0091,optimal,0.09,67.25
2890,l1,squared_hinge,0.0211,optimal,0.02,67.25
2891,l1,squared_hinge,0.0211,optimal,0.03,67.25
2892,l1,squared_hinge,0.0211,optimal,0.04,67.25
2889,l1,squared_hinge,0.0211,optimal,0.01,67.25
2894,l1,squared_hinge,0.0211,optimal,0.060000000000000005,67.25
2895,l1,squared_hinge,0.0211,optimal,0.06999999999999999,67.25
2896,l1,squared_hinge,0.0211,optimal,0.08,67.25
18417,elasticnet,modified_huber,0.0461,optimal,0.05,67.21
18418,elasticnet,modified_huber,0.0461,optimal,0.060000000000000005,67.21
18419,elasticnet,modified_huber,0.0461,optimal,0.06999999999999999,67.21
16270,elasticnet,hinge,0.0071,optimal,0.08,67.21
18416,elasticnet,modified_huber,0.0461,optimal,0.04,67.21
18415,elasticnet,modified_huber,0.0461,optimal,0.03,67.21
18414,elasticnet,modified_huber,0.0461,optimal,0.02,67.21
18413,elasticnet,modified_huber,0.0461,optimal,0.01,67.21
16271,elasticnet,hinge,0.0071,optimal,0.09,67.21
2951,l1,squared_hinge,0.0271,optimal,0.09,67.21
2950,l1,squared_hinge,0.0271,optimal,0.08,67.21
